from_node_id,to_node_id,distance_km,travel_time_min
0,101,8.168,21.24
0,102,8.158,21.21
0,103,9.094,26.37
0,104,10.042,26.11
0,105,10.089,29.26
0,106,8.185,18.83
0,107,6.669,15.34
0,108,8.624,22.42
0,109,10.101,23.23
0,110,7.813,20.31
0,111,9.654,25.1
0,112,5.969,13.73
0,113,9.606,27.86
0,114,10.152,23.35
0,115,8.261,19.0
0,116,6.693,19.41
0,117,7.934,20.63
0,118,9.164,21.08
0,119,8.777,22.82
0,120,10.294,23.68
0,121,6.673,17.35
0,122,8.723,25.3
0,123,4.758,13.8
0,124,8.181,23.73
0,125,12.736,29.29
0,126,5.322,15.43
0,127,7.145,20.72
0,128,6.298,18.27
0,129,10.709,24.63
0,130,11.368,29.56
0,131,9.129,21.0
0,132,12.274,31.91
0,133,10.247,29.72
0,134,13.364,34.75
0,135,4.705,12.23
0,136,10.589,30.71
0,137,10.956,31.77
0,138,6.835,19.82
0,139,13.022,29.95
0,140,8.07,18.56
0,141,9.086,23.62
0,142,10.657,30.9
0,143,10.552,24.27
0,144,7.385,19.2
0,145,8.957,23.29
0,146,9.628,22.14
0,147,8.105,21.07
0,148,10.842,31.44
0,149,8.693,22.6
0,150,8.112,18.66
0,151,11.126,25.59
0,152,9.446,27.39
0,153,7.335,19.07
0,154,9.641,27.96
0,155,7.533,21.85
0,156,6.868,19.92
0,157,9.771,22.47
0,158,6.3,14.49
0,159,10.084,29.24
0,160,7.444,17.12
0,161,12.39,32.21
0,162,12.225,31.78
0,163,9.636,27.94
0,164,7.84,22.74
0,165,10.285,29.83
0,166,6.101,14.03
0,167,7.927,22.99
0,168,11.213,29.15
0,169,5.109,14.82
0,170,11.751,34.08
0,171,8.088,21.03
0,172,9.489,27.52
0,173,14.156,41.05
0,174,6.761,17.58
0,175,14.366,33.04
0,176,11.228,32.56
0,177,8.609,24.97
0,178,7.716,17.75
0,179,12.972,29.83
0,180,8.726,20.07
0,181,6.775,17.62
0,182,7.879,18.12
0,183,6.789,19.69
0,184,6.934,18.03
0,185,8.06,20.96
0,186,11.08,32.13
0,187,13.056,33.95
0,188,7.629,22.12
0,189,10.284,26.74
0,190,9.425,24.5
0,191,10.843,28.19
0,192,6.62,17.21
0,193,5.85,15.21
0,194,9.642,22.18
0,195,5.874,13.51
0,196,12.16,31.62
0,197,12.388,35.92
0,198,5.528,16.03
0,199,8.624,22.42
0,200,12.299,28.29
1,0,11.735,26.99
1,2,15.63,35.95
1,3,4.049,8.1
1,4,4.819,9.64
1,5,21.666,49.83
1,6,12.414,32.28
1,7,12.592,28.96
1,8,24.78,49.56
1,9,17.594,45.74
1,10,17.255,39.69
1,11,14.798,38.47
1,12,3.652,8.4
1,13,12.691,25.38
1,14,18.131,41.7
1,15,14.656,38.1
1,16,5.078,10.16
1,17,12.912,25.82
1,18,20.035,46.08
1,19,3.518,7.04
1,20,12.13,24.26
1,21,13.044,33.91
1,22,4.398,8.8
1,23,11.683,26.87
1,24,19.276,50.12
1,25,12.555,32.64
1,26,9.208,21.18
1,27,12.49,28.73
1,28,13.636,35.45
1,29,9.608,24.98
1,30,18.237,41.95
1,31,19.004,43.71
1,32,13.771,31.67
1,33,16.45,32.9
1,34,17.319,34.64
1,35,5.342,10.68
1,36,18.934,37.87
1,37,3.094,8.04
1,38,3.336,8.67
1,39,21.427,49.28
1,40,21.098,54.86
1,41,20.474,47.09
1,42,19.381,44.58
1,43,18.578,48.3
1,44,4.838,12.58
1,45,14.367,33.04
1,46,20.807,54.1
1,47,19.248,38.5
1,48,21.575,56.1
1,49,15.986,36.77
1,50,10.677,21.35
1,51,14.74,29.48
1,52,10.268,26.7
1,53,12.512,28.78
1,54,15.014,39.04
1,55,20.562,47.29
1,56,3.461,6.92
1,57,19.887,51.71
1,58,3.335,6.67
1,59,3.162,8.22
1,60,20.867,54.25
1,61,4.639,9.28
1,62,4.191,10.9
1,63,3.929,7.86
1,64,23.826,47.65
1,65,17.632,40.55
1,66,14.127,32.49
1,67,6.953,18.08
1,68,9.895,22.76
1,69,20.124,40.25
1,70,19.862,45.68
1,71,15.492,30.98
1,72,18.286,42.06
1,73,5.273,13.71
1,74,11.801,30.68
1,75,21.176,55.06
1,76,15.094,34.72
1,77,13.933,32.05
1,78,15.274,30.55
1,79,20.9,41.8
1,80,7.86,18.08
1,81,16.927,38.93
1,82,17.825,35.65
1,83,12.308,24.62
1,84,16.138,41.96
1,85,10.83,24.91
1,86,19.333,44.47
1,87,16.097,32.19
1,88,11.761,27.05
1,89,16.893,33.79
1,90,3.064,7.05
1,91,18.92,43.52
1,92,17.446,40.13
1,93,10.571,27.48
1,94,18.303,36.61
1,95,18.021,46.85
1,96,19.21,44.18
1,97,18.517,37.03
1,98,24.412,48.82
1,99,15.088,34.7
1,100,17.703,40.72
1,101,19.655,45.21
1,102,3.745,8.61
1,103,14.226,36.99
1,104,21.586,49.65
1,105,15.428,40.11
1,106,16.529,33.06
1,107,6.144,12.29
1,108,12.326,28.35
1,109,21.769,43.54
1,110,13.914,32.0
1,111,12.512,28.78
1,112,14.461,28.92
1,113,21.301,55.38
1,114,21.752,43.5
1,115,14.62,29.24
1,116,9.309,24.2
1,117,19.668,45.24
1,118,3.45,6.9
1,119,13.115,30.17
1,120,13.288,26.58
1,121,14.62,33.63
1,122,20.454,53.18
1,123,16.414,42.68
1,124,19.557,50.85
1,125,15.527,31.05
1,126,16.775,43.62
1,127,18.699,48.62
1,128,13.531,35.18
1,129,3.89,7.78
1,130,2.518,5.79
1,131,20.724,41.45
1,132,1.06,2.44
1,133,2.098,5.45
1,134,25.098,57.72
1,135,16.426,37.78
1,136,1.465,3.81
1,137,3.236,8.41
1,138,10.06,26.16
1,139,14.582,29.16
1,140,19.474,38.95
1,141,2.942,6.77
1,142,3.425,8.9
1,143,22.081,44.16
1,144,18.668,42.94
1,145,13.956,32.1
1,146,21.326,42.65
1,147,19.839,45.63
1,148,1.432,3.72
1,149,15.351,35.31
1,150,19.769,39.54
1,151,22.843,45.69
1,152,16.894,43.93
1,153,13.91,31.99
1,154,11.265,29.29
1,155,18.898,49.14
1,156,18.535,48.19
1,157,13.196,26.39
1,158,10.224,20.45
1,159,10.844,28.19
1,160,11.04,22.08
1,161,15.587,35.85
1,162,17.383,39.98
1,163,14.542,37.81
1,164,13.517,35.14
1,165,22.01,57.23
1,166,11.008,22.02
1,167,11.764,30.59
1,168,14.427,33.18
1,169,16.353,42.52
1,170,23.063,59.96
1,171,3.761,8.65
1,172,4.392,11.42
1,173,18.12,47.11
1,174,4.989,11.47
1,175,26.095,52.19
1,176,15.363,39.94
1,177,10.742,27.93
1,178,19.451,38.9
1,179,13.739,27.48
1,180,3.597,7.19
1,181,13.635,31.36
1,182,4.161,8.32
1,183,18.512,48.13
1,184,14.62,33.63
1,185,3.758,8.64
1,186,0.661,1.72
1,187,20.464,47.07
1,188,5.335,13.87
1,189,1.525,3.51
1,190,11.61,26.7
1,191,15.03,34.57
1,192,13.435,30.9
1,193,13.053,30.02
1,194,3.644,7.29
1,195,17.603,35.21
1,196,17.136,39.41
1,197,0.809,2.1
1,198,14.838,38.58
1,199,4.1,9.43
1,200,2.195,4.39
2,0,3.938,10.24
2,1,15.63,35.95
2,3,14.693,33.79
2,4,10.82,24.89
2,5,6.849,17.81
2,6,11.455,33.22
2,7,9.952,25.88
2,8,9.155,21.06
2,9,12.254,35.54
2,10,8.018,20.85
2,11,10.699,31.03
2,12,15.959,41.49
2,13,10.256,23.59
2,14,2.512,6.53
2,15,9.07,26.3
2,16,15.891,36.55
2,17,11.919,27.41
2,18,4.446,11.56
2,19,12.358,28.42
2,20,12.604,28.99
2,21,12.26,35.55
2,22,13.507,31.07
2,23,7.263,18.88
2,24,4.499,13.05
2,25,9.774,28.35
2,26,11.105,28.87
2,27,12.391,32.22
2,28,10.586,30.7
2,29,12.069,35.0
2,30,2.771,7.2
2,31,4.362,11.34
2,32,8.717,22.66
2,33,8.449,19.43
2,34,12.603,28.99
2,35,14.314,32.92
2,36,3.32,7.64
2,37,13.62,39.5
2,38,12.296,35.66
2,39,6.455,16.78
2,40,9.976,28.93
2,41,4.878,12.68
2,42,3.795,9.87
2,43,12.54,36.37
2,44,12.027,34.88
2,45,8.779,22.83
2,46,5.177,15.01
2,47,3.618,8.32
2,48,6.032,17.49
2,49,6.94,18.05
2,50,9.817,22.58
2,51,14.18,32.61
2,52,11.219,32.54
2,53,7.752,20.16
2,54,11.174,32.41
2,55,5.022,13.06
2,56,15.542,35.75
2,57,4.433,12.85
2,58,13.075,30.07
2,59,12.535,36.35
2,60,5.243,15.21
2,61,20.106,46.24
2,62,11.814,34.26
2,63,12.51,28.77
2,64,8.209,18.88
2,65,9.823,25.54
2,66,12.772,33.21
2,67,9.633,27.94
2,68,8.463,22.0
2,69,4.577,10.53
2,70,4.702,12.22
2,71,9.078,20.88
2,72,3.083,8.02
2,73,11.973,34.72
2,74,9.145,26.52
2,75,5.58,16.18
2,76,4.647,12.08
2,77,14.069,36.58
2,78,7.653,17.6
2,79,5.463,12.57
2,80,11.081,28.81
2,81,15.476,40.24
2,82,2.323,5.34
2,83,8.913,20.5
2,84,13.31,38.6
2,85,8.068,20.98
2,86,4.85,12.61
2,87,12.907,29.69
2,88,10.314,26.82
2,89,2.253,5.18
2,90,12.57,32.68
2,91,3.296,8.57
2,92,11.538,30.0
2,93,8.06,23.37
2,94,4.296,9.88
2,95,6.039,17.51
2,96,5.197,13.51
2,97,2.893,6.65
2,98,8.787,20.21
2,99,6.244,16.23
2,100,10.634,27.65
2,101,5.05,13.13
2,102,12.091,31.44
2,103,9.599,27.84
2,104,6.134,15.95
2,105,10.218,29.63
2,106,8.367,19.24
2,107,10.543,24.25
2,108,9.942,25.85
2,109,6.164,14.18
2,110,9.413,24.47
2,111,11.009,28.62
2,112,6.853,15.76
2,113,5.675,16.46
2,114,6.224,14.31
2,115,9.598,22.08
2,116,9.218,26.73
2,117,4.092,10.64
2,118,13.098,30.13
2,119,10.866,28.25
2,120,12.521,28.8
2,121,7.634,19.85
2,122,4.844,14.05
2,123,1.85,5.37
2,124,4.419,12.82
2,125,13.439,30.91
2,126,1.72,4.99
2,127,3.266,9.47
2,128,7.851,22.77
2,129,14.606,33.59
2,130,15.302,39.79
2,131,5.206,11.97
2,132,16.199,42.12
2,133,14.183,41.13
2,134,9.486,24.66
2,135,0.838,2.18
2,136,14.516,42.1
2,137,14.876,43.14
2,138,9.055,26.26
2,139,15.258,35.09
2,140,5.118,11.77
2,141,13.02,33.85
2,142,14.572,42.26
2,143,6.648,15.29
2,144,4.754,12.36
2,145,10.733,27.9
2,146,5.957,13.7
2,147,4.26,11.08
2,148,14.772,42.84
2,149,8.497,22.09
2,150,4.175,9.6
2,151,7.213,16.59
2,152,9.873,28.63
2,153,8.853,23.02
2,154,11.463,33.24
2,155,4.729,13.71
2,156,2.931,8.5
2,157,11.959,27.51
2,158,8.486,19.52
2,159,12.997,37.69
2,160,10.173,23.4
2,161,12.991,33.78
2,162,13.273,34.51
2,163,10.096,29.28
2,164,8.489,24.62
2,165,6.509,18.88
2,166,7.938,18.26
2,167,9.433,27.36
2,168,12.041,31.31
2,169,3.279,9.51
2,170,8.641,25.06
2,171,12.018,31.25
2,172,13.376,38.79
2,173,15.424,44.73
2,174,10.679,27.77
2,175,10.471,24.08
2,176,11.66,33.81
2,177,10.559,30.62
2,178,3.889,8.94
2,179,14.375,33.06
2,180,12.663,29.13
2,181,7.188,18.69
2,182,11.816,27.18
2,183,2.893,8.39
2,184,7.962,20.7
2,185,11.987,31.17
2,186,14.98,43.44
2,187,12.867,33.45
2,188,11.203,32.49
2,189,14.199,36.92
2,190,11.104,28.87
2,191,12.533,32.59
2,192,7.133,18.55
2,193,7.616,19.8
2,194,13.561,31.19
2,195,2.206,5.07
2,196,13.298,34.57
2,197,16.26,47.15
2,198,5.969,17.31
2,199,12.549,32.63
2,200,16.236,37.34
3,0,10.803,24.85
3,1,4.049,8.1
3,2,14.693,33.79
3,4,5.252,10.5
3,5,19.897,45.76
3,6,8.821,22.93
3,7,9.297,21.38
3,8,23.709,47.42
3,9,14.086,36.62
3,10,18.192,41.84
3,11,11.391,29.62
3,12,1.346,3.1
3,13,9.331,18.66
3,14,17.178,39.51
3,15,16.116,41.9
3,16,8.876,17.75
3,17,9.248,18.5
3,18,18.847,43.35
3,19,3.246,6.49
3,20,14.654,29.31
3,21,9.33,24.26
3,22,1.188,2.38
3,23,12.715,29.25
3,24,18.852,49.02
3,25,14.329,37.26
3,26,11.448,26.33
3,27,14.935,34.35
3,28,15.552,40.43
3,29,12.139,31.56
3,30,17.448,40.13
3,31,17.341,39.88
3,32,10.736,24.69
3,33,13.537,27.07
3,34,13.743,27.49
3,35,1.32,2.64
3,36,17.981,35.96
3,37,1.767,4.59
3,38,4.156,10.81
3,39,19.741,45.4
3,40,18.329,47.66
3,41,19.543,44.95
3,42,18.21,41.88
3,43,15.096,39.25
3,44,2.686,6.98
3,45,11.32,26.04
3,46,19.751,51.35
3,47,18.221,36.44
3,48,20.717,53.86
3,49,13.368,30.75
3,50,12.509,25.02
3,51,10.848,21.7
3,52,12.53,32.58
3,53,9.755,22.44
3,54,16.95,44.07
3,55,19.288,44.36
3,56,1.027,2.05
3,57,19.119,49.71
3,58,2.228,4.46
3,59,3.619,9.41
3,60,19.858,51.63
3,61,6.338,12.68
3,62,3.37,8.76
3,63,2.498,5.0
3,64,22.612,45.22
3,65,18.954,43.59
3,66,16.516,37.99
3,67,5.07,13.18
3,68,11.215,25.79
3,69,19.266,38.53
3,70,19.281,44.35
3,71,12.412,24.82
3,72,17.645,40.58
3,73,2.73,7.1
3,74,13.423,34.9
3,75,20.238,52.62
3,76,12.997,29.89
3,77,16.627,38.24
3,78,16.331,32.66
3,79,19.514,39.03
3,80,10.05,23.11
3,81,13.007,29.92
3,82,16.64,33.28
3,83,13.854,27.71
3,84,18.431,47.92
3,85,12.086,27.8
3,86,17.587,40.45
3,87,12.411,24.82
3,88,8.402,19.32
3,89,16.38,32.76
3,90,3.998,9.19
3,91,17.845,41.04
3,92,14.038,32.29
3,93,11.803,30.69
3,94,16.508,33.02
3,95,15.742,40.93
3,96,17.326,39.85
3,97,17.45,34.9
3,98,23.226,46.45
3,99,12.609,29.0
3,100,14.462,33.26
3,101,17.927,41.23
3,102,3.463,7.97
3,103,15.852,41.22
3,104,20.825,47.9
3,105,17.098,44.45
3,106,13.636,27.27
3,107,4.151,8.3
3,108,14.156,32.56
3,109,20.806,41.61
3,110,10.731,24.68
3,111,14.613,33.61
3,112,11.844,23.69
3,113,20.276,52.72
3,114,20.911,41.82
3,115,11.412,22.82
3,116,10.87,28.26
3,117,18.473,42.49
3,118,2.084,4.17
3,119,9.638,22.17
3,120,9.542,19.08
3,121,11.824,27.19
3,122,19.295,50.17
3,123,15.034,39.09
3,124,18.982,49.35
3,125,17.917,35.83
3,126,16.122,41.92
3,127,17.938,46.64
3,128,10.698,27.82
3,129,0.191,0.38
3,130,1.605,3.69
3,131,19.898,39.8
3,132,3.49,8.03
3,133,2.343,6.09
3,134,23.847,54.85
3,135,15.397,35.41
3,136,2.886,7.5
3,137,0.818,2.13
3,138,11.619,30.21
3,139,10.597,21.19
3,140,17.674,35.35
3,141,2.831,6.51
3,142,0.661,1.72
3,143,21.339,42.68
3,144,16.807,38.66
3,145,10.519,24.19
3,146,19.871,39.74
3,147,18.642,42.88
3,148,2.726,7.09
3,149,16.612,38.21
3,150,18.847,37.69
3,151,21.728,43.46
3,152,13.735,35.71
3,153,10.845,24.94
3,154,13.557,35.25
3,155,17.09,44.44
3,156,17.608,45.78
3,157,9.533,19.07
3,158,11.586,23.17
3,159,6.983,18.16
3,160,7.742,15.48
3,161,17.874,41.11
3,162,13.72,31.56
3,163,16.265,42.29
3,164,14.902,38.75
3,165,20.647,53.68
3,166,12.23,24.46
3,167,13.47,35.02
3,168,16.621,38.23
3,169,14.601,37.96
3,170,21.063,54.76
3,171,3.622,8.33
3,172,1.316,3.42
3,173,14.258,37.07
3,174,4.818,11.08
3,175,24.876,49.75
3,176,17.375,45.18
3,177,12.798,33.28
3,178,18.245,36.49
3,179,16.517,33.03
3,180,2.573,5.15
3,181,14.664,33.73
3,182,3.404,6.81
3,183,17.433,45.33
3,184,11.751,27.03
3,185,3.725,8.57
3,186,3.754,9.76
3,187,17.091,39.31
3,188,7.093,18.44
3,189,3.287,7.56
3,190,13.788,31.71
3,191,11.345,26.09
3,192,14.454,33.24
3,193,10.298,23.69
3,194,1.366,2.73
3,195,16.369,32.74
3,196,13.456,30.95
3,197,4.77,12.4
3,198,12.425,32.3
3,199,2.33,5.36
3,200,2.509,5.02
4,0,6.95,15.98
4,1,4.819,9.64
4,2,10.82,24.89
4,3,5.252,10.5
4,5,17.002,39.11
4,6,9.963,25.9
4,7,9.59,22.06
4,8,19.965,39.93
4,9,14.63,38.04
4,10,13.042,30.0
4,11,11.804,30.69
4,12,6.112,14.06
4,13,9.784,19.57
4,14,13.316,30.63
4,15,10.866,28.25
4,16,6.422,12.84
4,17,10.565,21.13
4,18,15.238,35.05
4,19,2.031,4.06
4,20,9.708,19.42
4,21,10.801,28.08
4,22,4.383,8.77
4,23,7.503,17.26
4,24,14.491,37.68
4,25,9.101,23.66
4,26,6.452,14.84
4,27,9.935,22.85
4,28,10.341,26.89
4,29,7.298,18.98
4,30,13.419,30.86
4,31,14.325,32.95
4,32,10.306,23.7
4,33,12.694,25.39
4,34,14.497,28.99
4,35,5.755,11.51
4,36,14.118,28.24
4,37,3.572,9.29
4,38,1.514,3.94
4,39,16.737,38.49
4,40,17.062,44.36
4,41,15.656,36.01
4,42,14.584,33.54
4,43,15.527,40.37
4,44,3.17,8.24
4,45,10.877,25.02
4,46,15.995,41.59
4,47,14.436,28.87
4,48,16.757,43.57
4,49,11.953,27.49
4,50,7.312,14.62
4,51,12.882,25.76
4,52,7.501,19.5
4,53,8.815,20.27
4,54,11.734,30.51
4,55,15.775,36.28
4,56,5.68,11.36
4,57,15.069,39.18
4,58,3.041,6.08
4,59,1.888,4.91
4,60,16.051,41.73
4,61,9.382,18.76
4,62,1.956,5.09
4,63,2.804,5.61
4,64,19.023,38.05
4,65,13.722,31.56
4,66,11.455,26.35
4,67,3.361,8.74
4,68,5.963,13.72
4,69,15.306,30.61
4,70,15.058,34.63
4,71,11.979,23.96
4,72,13.473,30.99
4,73,3.594,9.34
4,74,8.18,21.27
4,75,16.358,42.53
4,76,10.697,24.6
4,77,11.742,27.01
4,78,11.138,22.28
4,79,16.132,32.26
4,80,5.109,11.75
4,81,15.055,34.63
4,82,13.035,26.07
4,83,8.604,17.21
4,84,13.306,34.59
4,85,6.838,15.73
4,86,14.68,33.77
4,87,13.572,27.14
4,88,8.95,20.58
4,89,12.089,24.18
4,90,1.791,4.12
4,91,14.113,32.46
4,92,14.315,32.92
4,93,6.556,17.05
4,94,13.683,27.37
4,95,13.665,35.53
4,96,14.616,33.62
4,97,13.71,27.42
4,98,19.606,39.21
4,99,10.97,25.23
4,100,14.305,32.9
4,101,14.993,34.48
4,102,1.793,4.12
4,103,10.602,27.57
4,104,16.771,38.57
4,105,11.848,30.81
4,106,12.747,25.49
4,107,3.107,6.21
4,108,8.939,20.56
4,109,16.951,33.9
4,110,10.636,24.46
4,111,9.464,21.77
4,112,10.494,20.99
4,113,16.486,42.86
4,114,16.934,33.87
4,115,11.331,22.66
4,116,5.64,14.66
4,117,14.873,34.21
4,118,3.171,6.34
4,119,10.373,23.86
4,120,11.102,22.2
4,121,10.825,24.9
4,122,15.652,40.7
4,123,11.675,30.35
4,124,14.753,38.36
4,125,12.837,25.67
4,126,11.96,31.1
4,127,13.881,36.09
4,128,9.842,25.59
4,129,5.084,10.17
4,130,5.063,11.64
4,131,15.906,31.81
4,132,5.477,12.6
4,133,3.695,9.61
4,134,20.297,46.68
4,135,11.622,26.73
4,136,3.846,10.0
4,137,4.981,12.95
4,138,6.38,16.59
4,139,13.145,26.29
4,140,14.841,29.68
4,141,2.601,5.98
4,142,4.792,12.46
4,143,17.267,34.53
4,144,14.071,32.36
4,145,11.074,25.47
4,146,16.572,33.14
4,147,15.044,34.6
4,148,4.138,10.76
4,149,11.381,26.18
4,150,14.951,29.9
4,151,18.032,36.06
4,152,13.419,34.89
4,153,10.473,24.09
4,154,8.51,22.13
4,155,14.275,37.12
4,156,13.718,35.67
4,157,10.823,21.65
4,158,6.334,12.67
4,159,9.25,24.05
4,160,8.219,16.44
4,161,12.751,29.33
4,162,14.742,33.91
4,163,11.021,28.65
4,164,9.654,25.1
4,165,17.235,44.81
4,166,6.986,13.97
4,167,8.237,21.42
4,168,11.478,26.4
4,169,11.743,30.53
4,170,18.482,48.05
4,171,1.64,3.77
4,172,4.249,11.05
4,173,15.978,41.54
4,174,0.756,1.74
4,175,21.289,42.58
4,176,12.173,31.65
4,177,7.667,19.94
4,178,14.658,29.32
4,179,11.696,23.39
4,180,2.679,5.36
4,181,9.467,21.77
4,182,1.908,3.82
4,183,13.706,35.64
4,184,10.904,25.08
4,185,1.546,3.56
4,186,4.177,10.86
4,187,17.17,39.49
4,188,2.273,5.91
4,189,3.451,7.94
4,190,8.683,19.97
4,191,12.568,28.91
4,192,9.259,21.29
4,193,9.313,21.42
4,194,3.888,7.78
4,195,12.823,25.65
4,196,14.546,33.46
4,197,5.442,14.15
4,198,10.676,27.76
4,199,3.041,6.99
4,200,5.788,11.58
5,0,10.157,26.41
5,1,21.666,49.83
5,2,6.849,17.81
5,3,19.897,45.76
5,4,17.002,39.11
5,6,13.803,40.03
5,7,12.352,32.12
5,8,5.401,12.42
5,9,11.718,33.98
5,10,13.266,34.49
5,11,11.772,34.14
5,12,21.237,55.22
5,13,12.563,28.89
5,14,5.166,13.43
5,15,15.271,44.29
5,16,22.573,51.92
5,17,14.0,32.2
5,18,3.377,8.78
5,19,18.199,41.86
5,20,19.284,44.35
5,21,14.271,41.38
5,22,18.735,43.09
5,23,14.043,36.51
5,24,7.09,20.56
5,25,16.385,47.52
5,26,17.951,46.67
5,27,19.03,49.48
5,28,17.03,49.39
5,29,18.905,54.83
5,30,5.734,14.91
5,31,2.681,6.97
5,32,10.605,27.57
5,33,8.458,19.45
5,34,12.29,28.27
5,35,19.188,44.13
5,36,4.799,11.04
5,37,19.211,55.71
5,38,18.374,53.28
5,39,0.508,1.32
5,40,6.152,17.84
5,41,4.55,11.83
5,42,3.714,9.66
5,43,11.425,33.13
5,44,17.422,50.52
5,45,10.266,26.69
5,46,3.894,11.29
5,47,4.366,10.04
5,48,5.001,14.5
5,49,7.525,19.56
5,50,16.619,38.22
5,51,15.456,35.55
5,52,18.033,52.3
5,53,10.691,27.8
5,54,17.364,50.36
5,55,2.819,7.33
5,56,20.863,47.98
5,57,5.402,15.66
5,58,18.72,43.06
5,59,18.504,53.66
5,60,4.133,11.99
5,61,25.873,59.51
5,62,17.569,50.95
5,63,18.105,41.64
5,64,4.062,9.34
5,65,15.116,39.3
5,66,19.199,49.92
5,67,14.975,43.43
5,68,15.311,39.81
5,69,4.935,11.35
5,70,6.309,16.4
5,71,9.763,22.46
5,72,6.316,16.42
5,73,17.219,49.94
5,74,15.859,45.99
5,75,4.52,13.11
5,76,6.952,18.08
5,77,20.58,53.51
5,78,13.655,31.41
5,79,2.187,5.03
5,80,17.91,46.57
5,81,15.846,41.2
5,82,4.617,10.62
5,83,15.568,35.81
5,84,19.39,56.23
5,85,14.892,38.72
5,86,2.335,6.07
5,87,13.344,30.69
5,88,13.108,34.08
5,89,7.318,16.83
5,90,18.633,48.45
5,91,4.316,11.22
5,92,10.996,28.59
5,93,14.896,43.2
5,94,3.394,7.81
5,95,4.77,13.83
5,96,2.6,6.76
5,97,4.552,10.47
5,98,4.597,10.57
5,99,7.795,20.27
5,100,9.798,25.48
5,101,2.012,5.23
5,102,17.951,46.67
5,103,15.91,46.14
5,104,5.522,14.36
5,105,16.262,47.16
5,106,8.317,19.13
5,107,15.895,36.56
5,108,16.583,43.12
5,109,4.481,10.31
5,110,11.108,28.88
5,111,17.628,45.83
5,112,8.705,20.02
5,113,4.07,11.8
5,114,5.132,11.8
5,115,10.829,24.91
5,116,16.066,46.59
5,117,3.485,9.06
5,118,18.697,43.0
5,119,12.888,33.51
5,120,14.412,33.15
5,121,9.154,23.8
5,122,3.411,9.89
5,123,5.422,15.72
5,124,6.352,18.42
5,125,19.654,45.2
5,126,6.892,19.99
5,127,5.687,16.49
5,128,10.087,29.25
5,129,19.857,45.67
5,130,20.846,54.2
5,131,5.076,11.67
5,132,22.063,57.36
5,133,19.949,57.85
5,134,4.838,12.58
5,135,6.043,15.71
5,136,20.392,59.14
5,137,20.274,58.79
5,138,15.896,46.1
5,139,16.726,38.47
5,140,2.223,5.11
5,141,18.836,48.97
5,142,19.945,57.84
5,143,5.743,13.21
5,144,3.096,8.05
5,145,12.296,31.97
5,146,1.761,4.05
5,147,3.407,8.86
5,148,20.606,59.76
5,149,14.493,37.68
5,150,4.684,10.77
5,151,4.015,9.23
5,152,9.552,27.7
5,153,10.629,27.64
5,154,18.212,52.82
5,155,2.807,8.14
5,156,5.069,14.7
5,157,13.896,31.96
5,158,15.329,35.26
5,159,16.0,46.4
5,160,13.358,30.72
5,161,19.164,49.83
5,162,13.025,33.86
